Sr_No,Case_No,Case_Title,Case_Subject,Author_Judge,Upload_Date,Judgment_Date,Citations,SC_Citations,PDF_URL,Filename,Download_Status,Timestamp
216,C.P.L.A.1477/2023,"Senior Joint Director Foreign Exchange Operations Division, State Bank of Pakistan, Lahore v. Federation of Pakistan through its Ministry of Law & Justice, Islamabad and others",Writ Petition/Writ Petition,(1) Mr. Justice Jamal Khan Mandokhail (2) Mr. Justice Shakeel Ahmad,24-04-2025,20-03-2025,N/A,2025 SCP 144,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1477_2023_20032025.pdf,C.P.L.A.1477_2023.pdf,Success,2025-10-05T14:07:32.724642
217,Crl.A.77/2023,Muhammad Aslam v. The State,Death Sentence/Sessions,Mr. Justice Irfan Saadat Khan,24-04-2025,08-04-2025,N/A,2025 SCP 143,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._77_2023.pdf,Crl.A.77_2023.pdf,Success,2025-10-05T14:07:34.317589
218,C.P.L.A.3586/2023,Qayum Nawaz v. Gulab Khan and others,Pre-emption Cases/Pre-emption Cases,Mr. Justice Aqeel Ahmed Abbasi,24-04-2025,07-04-2025,N/A,2025 SCP 142,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3586_2023.pdf,C.P.L.A.3586_2023.pdf,Success,2025-10-05T14:07:35.656734
219,C.P.L.A.146-P/2015,Piao Shah v. Amin Khan and others,Mortgage / Redemption of Property Cases/Redemption,Mr. Justice Mazhar Alam Khan Miankhel,24-04-2025,13-01-2025,N/A,2025 SCP 141,https://www.supremecourt.gov.pk/downloads_judgements/c.p._146_p_2015.pdf,C.P.L.A.146-P_2015.pdf,Success,2025-10-05T14:07:37.045962
220,Crl.P.L.A.255-L/2025,"Mudassar Khursheed Alam (as per CNIC) v. The State through P.G Punjab, Lahore and another",Bail Before Arrest,Mr. Justice Ishtiaq Ibrahim,24-04-2025,08-04-2025,N/A,2025 SCP 140,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._255_l_2025.pdf,Crl.P.L.A.255-L_2025.pdf,Success,2025-10-05T14:07:38.065574
221,J.P.621/2017,Muhammad Yamin and Muhammad Ameer v. The State,Life Imprisonment/Anti-Terrorism Act,Mr. Justice Ishtiaq Ibrahim,24-04-2025,09-04-2025,N/A,2025 SCP 139,https://www.supremecourt.gov.pk/downloads_judgements/j.p._621_2017.pdf,J.P.621_2017.pdf,Success,2025-10-05T14:07:39.650975
222,Crl.A.80/2023,Munir Ahmad v. The State,Death Sentence/Sessions,Mr. Justice Ishtiaq Ibrahim,24-04-2025,09-04-2025,N/A,2025 SCP 138,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._80_2023.pdf,Crl.A.80_2023.pdf,Success,2025-10-05T14:07:40.930537
223,J.P.539/2017,Waqas Ahmad v. The State,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,24-04-2025,09-04-2025,N/A,2025 SCP 137,https://www.supremecourt.gov.pk/downloads_judgements/j.p._539_2017.pdf,J.P.539_2017.pdf,Success,2025-10-05T14:07:42.367144
224,Crl.A.438/2023,Manzar Abbas v. The State,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,24-04-2025,13-03-2025,N/A,2025 SCP 136,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._438_2023.pdf,Crl.A.438_2023.pdf,Success,2025-10-05T14:07:44.019260
225,Crl.A.201-L/2020,Imtiaz Hussain Shah @ Tajjay Shah v. The State,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,24-04-2025,14-03-2025,N/A,2025 SCP 135,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._201_l_2020.pdf,Crl.A.201-L_2020.pdf,Success,2025-10-05T14:07:45.547989
226,Crl.P.L.A.239/2025,"Ndukwe Udoka Peter, Islamabad v. The State thr P.G. Islamabad and another",Bail After Arrest,Mr. Justice Muhammad Hashim Khan Kakar,24-04-2025,15-04-2025,N/A,2025 SCP 134,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._239_2025.pdf,Crl.P.L.A.239_2025.pdf,Success,2025-10-05T14:07:46.795307
227,Crl.A.78/2023,Muhammad Miskeen v. The State,Death Sentence/Sessions,Mr. Justice Muhammad Hashim Khan Kakar,24-04-2025,10-04-2025,N/A,2025 SCP 133,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._78_2023.pdf,Crl.A.78_2023.pdf,Success,2025-10-05T14:07:48.091231
228,J.P.419/2022,Safdar Ali v. The State,Sentence/More than 5 years and upto 10 years,Mr. Justice Muhammad Hashim Khan Kakar,24-04-2025,07-04-2025,N/A,2025 SCP 132,https://www.supremecourt.gov.pk/downloads_judgements/j.p._419_2022.pdf,J.P.419_2022.pdf,Success,2025-10-05T14:07:49.321886
229,Crl.A.655/2020,Muhammad Abras v. The State,Life Imprisonment/Life Imprisonment,Mr. Justice Muhammad Hashim Khan Kakar,24-04-2025,12-03-2025,N/A,2025 SCP 131,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._655_2020.pdf,Crl.A.655_2020.pdf,Success,2025-10-05T14:07:50.616501
230,Crl.A.23/2020,Ghulam Mustafa v. The State,Life Imprisonment/Sessions,Mr. Justice Muhammad Hashim Khan Kakar,24-04-2025,13-03-2025,N/A,2025 SCP 130,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._23_2020.pdf,Crl.A.23_2020.pdf,Success,2025-10-05T14:07:51.762474
231,Crl.P.L.A.1315-L/2022,"Muhammad Azeem, etc v. The State, etc",Summoning of Accused/Summoning of Accused,Mr. Justice Aqeel Ahmed Abbasi,24-04-2025,07-04-2025,N/A,2025 SCP 129,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1315_l_2022.pdf,Crl.P.L.A.1315-L_2022.pdf,Success,2025-10-05T14:07:53.126736
232,Crl.A.188/2023,Muhammad Ashraf v. The State,Death Sentence/Sessions,Mr. Justice Malik Shahzad Ahmad Khan,24-04-2025,07-04-2025,N/A,2025 SCP 128,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._188_2023.pdf,Crl.A.188_2023.pdf,Success,2025-10-05T14:07:54.409501
233,C.P.L.A.808/2023,"The Chief Commissioner Regional Tax Office, Bahawalpur and others v. Shaheen Yousaf",Service/Service,Mr. Justice Syed Mansoor Ali Shah,23-04-2025,16-04-2025,N/A,2025 SCP 127,https://www.supremecourt.gov.pk/downloads_judgements/c.p._88_2023_16042025.pdf,C.P.L.A.808_2023.pdf,Success,2025-10-05T14:07:55.240657
234,C.P.22/2025,"Justice Mohsin Akhtar Kayani, Judge, Islamabad High Court, Islamabad and others v. The President of Pakistan, Pak Secretariat, Islamabad and others",U/A 184(3),Mr. Justice Muhammad Ali Mazhar,23-04-2025,22-04-2025,N/A,2025 SCP 126,https://www.supremecourt.gov.pk/downloads_judgements/c.p._22_2025_22042025.pdf,C.P.22_2025.pdf,Already exists,2025-10-05T14:07:55.547147
235,C.P.L.A.3284-L/2022,"Muhammad Sajid v. Mst. Shamsa Asghar, etc",Family/Maintenance Allowance,Mr. Justice Syed Mansoor Ali Shah,22-04-2025,15-04-2025,N/A,2025 SCP 125,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3284_l_2022.pdf,C.P.L.A.3284-L_2022.pdf,Success,2025-10-05T14:07:56.504372
236,C.P.L.A.3984/2024,"Muhammad Akhtar Hussain Pirzada v. Medical Superintendent, THQ Hospital Lodhran and others",Family/Family,Mr. Justice Shakeel Ahmad,21-04-2025,15-04-2025,N/A,2025 SCP 124,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3984_2024_15042025.pdf,C.P.L.A.3984_2024.pdf,Success,2025-10-05T14:07:57.240103
237,Crl.P.L.A.1565/2024,"Jabran v. The State through Director General, FIA, Islamabad",Bail After Arrest,Mr. Justice Sardar Tariq Masood,18-04-2025,21-03-2025,N/A,2025 SCP 123,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1565_2024.pdf,Crl.P.L.A.1565_2024.pdf,Success,2025-10-05T14:07:58.241639
238,Crl.P.L.A.952/2023,The State through Prosecutor General General Punjab v. Muhammad Hanif and another,Cancellation of Bail,Mr. Justice Yahya Afridi,18-04-2025,08-04-2025,N/A,2025 SCP 122,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._952_2023.pdf,Crl.P.L.A.952_2023.pdf,Success,2025-10-05T14:07:58.917581
239,C.P.L.A.2270-L/2016,"Muhammad Ashraf, etc v. Muhammad Khan, etc",Against Remand Order,Mr. Justice Shahid Bilal Hassan,18-04-2025,03-04-2025,N/A,2025 SCP 121,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2270_l_2016.pdf,C.P.L.A.2270-L_2016.pdf,Success,2025-10-05T14:07:59.825628
240,C.P.22/2025,"Justice Mohsin Akhtar Kayani, Judge, Islamabad High Court, Islamabad and others v. The President of Pakistan, Pak Secretariat, Islamabad and others",U/A 184(3),(1) Mr. Justice Muhammad Ali Mazhar (2) Mr. Justice Naeem Akhter Afghan (3) Mr. Justice Shahid Bilal Hassan (4) Mr. Justice Salahuddin Panhwar (5) Mr. Justice Shakeel Ahmad,17-04-2025,17-04-2025,N/A,2025 SCP 120,https://www.supremecourt.gov.pk/downloads_judgements/const.p._22_2025_17042025r.pdf,C.P.22_2025.pdf,Already exists,2025-10-05T14:08:00.128768
241,C.A.1088/2013,"The Intelligence Officer, Directorate of Intelligence & Investigation, FBR & others v. Abdul Karim",Writ Petition/Writ Petition,Mr. Justice Muhammad Shafi Siddiqui,17-04-2025,17-04-2025,N/A,2025 SCP 119,https://www.supremecourt.gov.pk/downloads_judgements/c.a._1088_2013_17042025.pdf,C.A.1088_2013.pdf,Success,2025-10-05T14:08:01.049238
242,C.P.L.A.1124-K/2023,Federation of Pakistan through Secretary Finance Division and another v. Abdul Rasheed Memon,Service/Fixation of pay,Mr. Justice Muhammad Ali Mazhar,17-04-2025,20-12-2024,2025 SCMR 532,2025 SCP 118,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1124_k_2023.pdf,C.P.L.A.1124-K_2023.pdf,Success,2025-10-05T14:08:01.818820
243,C.A.113-L/2010,"Mst.Ramzanoon Bibi v. Ibrahim (deceased) through L.Rs ,etc",Suit for Declaration/Ownership,Mr. Justice Shahid Waheed,16-04-2025,25-03-2025,N/A,2025 SCP 117,https://www.supremecourt.gov.pk/downloads_judgements/c.a._113_l_2010.pdf,C.A.113-L_2010.pdf,Success,2025-10-05T14:08:02.641562
244,C.P.L.A.4177/2024,"M/s Payoneer Inc...New York, United States of America thr. its duly authorized officer, Nabeel Ahmed v. Federation of Pakistan, through the Secretary Revenue Division, Ministry of Finance, Govt of Pakistan, Islamabad and others",Tax/Income Tax,Mr. Justice Muhammad Shafi Siddiqui,15-04-2025,09-04-2025,N/A,2025 SCP 116,https://www.supremecourt.gov.pk/downloads_judgements/c.p._4177_2024.pdf,C.P.L.A.4177_2024.pdf,Success,2025-10-05T14:08:03.430265
245,C.P.22/2025,"Justice Mohsin Akhtar Kayani, Judge, Islamabad High Court, Islamabad and others v. The President of Pakistan, Pak Secretariat, Islamabad and others",U/A 184(3),(1) Mr. Justice Muhammad Ali Mazhar (2) Mr. Justice Naeem Akhter Afghan (3) Mr. Justice Shahid Bilal Hassan (4) Mr. Justice Salahuddin Panhwar (5) Mr. Justice Shakeel Ahmad,14-04-2025,14-04-2025,N/A,2025 SCP 115,https://www.supremecourt.gov.pk/downloads_judgements/const.p._22_2025_14042025_r.pdf,C.P.22_2025.pdf,Already exists,2025-10-05T14:08:03.737389
246,C.P.L.A.1220-K/2022,Sikander Ahmed Ghouri v. Syed Raffat Abbas Jafferi & others,Housing Societies/Housing Societies,Mr. Justice Syed Hasan Azhar Rizvi,14-04-2025,21-03-2025,N/A,2025 SCP 114,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1220_k_2022.pdf,C.P.L.A.1220-K_2022.pdf,Success,2025-10-05T14:08:04.860547
247,C.P.L.A.1033-L/2024,Muhammad Akram v. Shafaqat Ali,Pre-emption Cases/Pre-emption Cases,Mr. Justice Shahid Bilal Hassan,10-04-2025,27-03-2025,N/A,2025 SCP 113,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1033_l_2024.pdf,C.P.L.A.1033-L_2024.pdf,Success,2025-10-05T14:08:05.697337
248,C.P.L.A.1010-L/2022,"Ishfaq Ahmed v. Mushtaq Ahmed, etc",Rent/Ejectment/Rent/Ejectment,Mr. Justice Syed Mansoor Ali Shah,10-04-2025,13-03-2025,N/A,2025 SCP 112,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1010_l_2022.pdf,C.P.L.A.1010-L_2022.pdf,Success,2025-10-05T14:08:07.258719
249,Crl.P.L.A.809/2024,"The State through Prosecutor General, Punjab Lahore v. The Learned Judge ATC NO.1, Rawalpindi and others",Transfer of cases/Transfer of cases,Mr. Justice Yahya Afridi,10-04-2025,07-04-2025,N/A,2025 SCP 111,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._809_2024.pdf,Crl.P.L.A.809_2024.pdf,Success,2025-10-05T14:08:07.930263
250,Crl.A.530/2022,Fida Hussain @ Saboo v. The State,Death Sentence/Sessions,Mr. Justice Athar Minallah,10-04-2025,29-01-2025,N/A,2025 SCP 110,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._530_2022.pdf,Crl.A.530_2022.pdf,Success,2025-10-05T14:08:08.722691
251,C.P.L.A.290-K/2024,"Ahmed Ali Talpur v. Sub-Registrar Latifabad, Hyderabad and others",Suit for Declaration/Permanent Injunction,Mr. Justice Muhammad Ali Mazhar,28-03-2025,24-12-2024,PLD 2025 SC 302,2025 SCP 109,https://www.supremecourt.gov.pk/downloads_judgements/c.p._290_k_2024.pdf,C.P.L.A.290-K_2024.pdf,Success,2025-10-05T14:08:09.601284
252,Crl.P.L.A.253-L/2025,Rabnawaz v. Shahzad Hassan and another,Cancellation of Bail,Mr. Justice Syed Mansoor Ali Shah,27-03-2025,26-03-2025,N/A,2025 SCP 108,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._253_l_2025.pdf,Crl.P.L.A.253-L_2025.pdf,Success,2025-10-05T14:08:10.382502
253,C.P.L.A.566-P/2024,"Zahida Parveen v. Government of Khyber Pakhtunkhwa through Secretary E&SE, Civil Secretariat, Peshawar and others.",Service/Service,Mr. Justice Syed Mansoor Ali Shah,27-03-2025,17-03-2025,N/A,2025 SCP 107,https://www.supremecourt.gov.pk/downloads_judgements/c.p._556_p_2024.pdf,C.P.L.A.566-P_2024.pdf,Success,2025-10-05T14:08:11.316100
254,C.P.L.A.1437-K/2022,Ishtiaq Anwar v. The Inspector General of Police Sindh & others,Service/Compulsory Retirement,Mr. Justice Muhammad Shafi Siddiqui,27-03-2025,25-03-2025,N/A,2025 SCP 106,https://www.supremecourt.gov.pk/downloads_judgements/c.p._1437_k_2022.pdf,C.P.L.A.1437-K_2022.pdf,Success,2025-10-05T14:08:12.032767
255,C.P.L.A.473-K/2023,Muhammad Feroz-ud-din Hilali v. Nadir & others,Suit for Declaration/Possession,Mr. Justice Muhammad Shafi Siddiqui,27-03-2025,27-03-2025,N/A,2025 SCP 105,https://www.supremecourt.gov.pk/downloads_judgements/c.p._473_k_2023.pdf,C.P.L.A.473-K_2023.pdf,Success,2025-10-05T14:08:12.700897
256,Crl.P.L.A.149-K/2024,Mst. Madiha Bano v. Senior Superintendent of Police Complaint Cell South Karachi and others,Registration of FIR/Registration of FIR,Mr. Justice Muhammad Shafi Siddiqui,26-03-2025,25-03-2025,N/A,2025 SCP 104,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._149_k_2024.pdf,Crl.P.L.A.149-K_2024.pdf,Success,2025-10-05T14:08:13.433737
257,Crl.P.L.A.790/2017,"Abdullah @ Muhammad @ Masab v. The State thr. P.G, Punjab and another",Life Imprisonment/Life Imprisonment,Mr. Justice Malik Shahzad Ahmad Khan,25-03-2025,13-03-2025,N/A,2025 SCP 103,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._790_2017.pdf,Crl.P.L.A.790_2017.pdf,Success,2025-10-05T14:08:14.856964
258,J.P.555/2017,Muhammad Nawaz v. The State,Life Imprisonment/Life Imprisonment,Mr. Justice Malik Shahzad Ahmad Khan,25-03-2025,12-03-2025,N/A,2025 SCP 102,https://www.supremecourt.gov.pk/downloads_judgements/j.p._555_2017.pdf,J.P.555_2017.pdf,Success,2025-10-05T14:08:16.250130
259,C.P.L.A.331-P/2014,Nawabzada Muhammad Fateh Khan v. Mumtaz Ahmad & others,Pre-emption Cases/Limitation,Mr. Justice Mazhar Alam Khan Miankhel,25-03-2025,02-12-2024,N/A,2025 SCP 101,https://www.supremecourt.gov.pk/downloads_judgements/c.p._331_p_2014.pdf,C.P.L.A.331-P_2014.pdf,Success,2025-10-05T14:08:18.065772
260,C.P.L.A.512/2022,"Pakistan Railways thr. its Chairman Pakistan Railways, Islamabad & another v. Muhammad Amin (deced) thr. LRS",Service/Upgradation,Mr. Justice Muhammad Ali Mazhar,21-03-2025,11-12-2024,2025 PLC (C.S.) 699,2025 SCP 100,https://www.supremecourt.gov.pk/downloads_judgements/c.p._512_2022.pdf,C.P.L.A.512_2022.pdf,Success,2025-10-05T14:08:18.859075
261,C.A.112-K/2022,Qazi Mumtaz Hussain v. Government of Sindh through its Secretary Revenue & others,Suit for Declaration/Permanent Injunction,Mr. Justice Muhammad Shafi Siddiqui,21-03-2025,21-03-2025,N/A,2025 SCP 99,https://www.supremecourt.gov.pk/downloads_judgements/c.a._112_k_2022.pdf,C.A.112-K_2022.pdf,Success,2025-10-05T14:08:19.614205
262,C.A.117-K/2022,Muhammad Ahmed Shaikh & others v. Shabbir Ahmed,Suit for Possession/of House,Mr. Justice Muhammad Shafi Siddiqui,21-03-2025,20-03-2025,N/A,2025 SCP 98,https://www.supremecourt.gov.pk/downloads_judgements/c.a._117_k_2022.pdf,C.A.117-K_2022.pdf,Success,2025-10-05T14:08:20.337359
263,C.A.99-K/2022,Muhammad Azam & others v. Muhammad Aijaz,Suit for specific performance/Contract,Mr. Justice Muhammad Shafi Siddiqui,20-03-2025,20-03-2025,N/A,2025 SCP 97,https://www.supremecourt.gov.pk/downloads_judgements/c.a._99_k_2022.pdf,C.A.99-K_2022.pdf,Success,2025-10-05T14:08:21.124145
264,J.P.441/2017,Muhammad Masood @ Mithu v. The State,Life Imprisonment/Life Imprisonment,Mr. Justice Shakeel Ahmad,20-03-2025,10-03-2025,N/A,2025 SCP 96,https://www.supremecourt.gov.pk/downloads_judgements/j.p._441_2017.pdf,J.P.441_2017.pdf,Success,2025-10-05T14:08:21.957630
265,Crl.A.131/2023,Abid Hussain v. The State,Death Sentence/Sessions,Mr. Justice Shakeel Ahmad,20-03-2025,12-03-2025,N/A,2025 SCP 95,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._131_2023.pdf,Crl.A.131_2023.pdf,Success,2025-10-05T14:08:22.791795
266,Crl.A.229/2021,Sher Afzal v. The State,Death Sentence/Sessions,Mr. Justice Salahuddin Panhwar,19-03-2025,18-03-2025,N/A,2025 SCP 94,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._229_2021.pdf,Crl.A.229_2021.pdf,Success,2025-10-05T14:08:23.626657
267,C.P.L.A.923-P/2023,Murad Khan and others v. Humaira Qayyum and others.,Family/Dissolution of Marriage on the Ground of Khulla,Mr. Justice Miangul Hassan Aurangzeb,18-03-2025,17-02-2025,N/A,2025 SCP 93,https://www.supremecourt.gov.pk/downloads_judgements/c.p._923_p_2023.pdf,C.P.L.A.923-P_2023.pdf,Success,2025-10-05T14:08:24.547159
268,Crl.P.L.A.1366/2018,Akbar Saeed v. The State thr. P.G. Punjab & another,Life Imprisonment/Sessions,Mr. Justice Ishtiaq Ibrahim,18-03-2025,10-03-2025,N/A,2025 SCP 92,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1366_2018.pdf,Crl.P.L.A.1366_2018.pdf,Success,2025-10-05T14:08:25.816441
269,Crl.A.679/2020,Muhammad Qasim & others v. The State & another,Life Imprisonment/Life Imprisonment,Mr. Justice Ishtiaq Ibrahim,18-03-2025,04-03-2025,N/A,2025 SCP 91,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._679_2020.pdf,Crl.A.679_2020.pdf,Success,2025-10-05T14:08:27.273025
270,Crl.A.623/2022,Muhammad Asim v. The State thr. A.G. Islamabad,Death Sentence/Anti-Terrorism Act,Mr. Justice Ishtiaq Ibrahim,18-03-2025,24-02-2025,N/A,2025 SCP 90,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._623_2022.pdf,Crl.A.623_2022.pdf,Success,2025-10-05T14:08:28.574239
271,Crl.A.94/2023,Chetan v. The State,Death Sentence/Sessions,Mr. Justice Malik Shahzad Ahmad Khan,18-03-2025,06-03-2025,N/A,2025 SCP 89,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._94_2023.pdf,Crl.A.94_2023.pdf,Success,2025-10-05T14:08:29.589054
272,Crl.P.L.A.1187/2021,Jeehand v. The State through Prosecutor General Balochistan,Life Imprisonment/Narcotic Substance Case,Mr. Justice Muhammad Hashim Khan Kakar,18-03-2025,14-03-2025,N/A,2025 SCP 88,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._1187_2021.pdf,Crl.P.L.A.1187_2021.pdf,Success,2025-10-05T14:08:30.851148
273,Crl.A.238/2021,Hameed Ullah v. The State,Death Sentence/Anti-Terrorism Act,Mr. Justice Athar Minallah,18-03-2025,14-01-2025,N/A,2025 SCP 87,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._238_2021.pdf,Crl.A.238_2021.pdf,Success,2025-10-05T14:08:32.203438
274,C.P.L.A.3455-L/2022,"Muhammad Ajmal, etc v. Mst. Noor Khatoon, etc",Family/Recovery of Dower Amount,Mr. Justice Irfan Saadat Khan,18-03-2025,03-03-2025,N/A,2025 SCP 86,https://www.supremecourt.gov.pk/downloads_judgements/c.p._3455_l_2022.pdf,C.P.L.A.3455-L_2022.pdf,Success,2025-10-05T14:08:33.193034
275,C.P.L.A.2100/2024,"M/s Muhammad Faisal Prop, F.A. Traders, Lahore v. Commissioner Inland Revenue, Zone-II, RTO-II, Lahore",Tax/Income Tax,Mr. Justice Irfan Saadat Khan,14-03-2025,04-03-2025,N/A,2025 SCP 85,https://www.supremecourt.gov.pk/downloads_judgements/c.p._2100_2024.pdf,C.P.L.A.2100_2024.pdf,Success,2025-10-05T14:08:34.622823
276,C.P.L.A.344-P/2022,Mst. Humaira Wazir v. Muhammad Faisal and others,Family/Recovery of Dower Amount,Mr. Justice Irfan Saadat Khan,14-03-2025,07-03-2025,N/A,2025 SCP 84,https://www.supremecourt.gov.pk/downloads_judgements/c.p._344_p_2022.pdf,C.P.L.A.344-P_2022.pdf,Success,2025-10-05T14:08:35.872280
277,C.A.119-L/2022,"Province of Punjab through District Collector/District Officer (Revenue), Lahore, etc v. Malik Abdul Latif Amir",Land Acquisition/Compensation,Mr. Justice Shakeel Ahmad,14-03-2025,06-03-2025,N/A,2025 SCP 83,https://www.supremecourt.gov.pk/downloads_judgements/c.a._119_l_2022.pdf,C.A.119-L_2022.pdf,Success,2025-10-05T14:08:36.802050
278,C.A.44-P/2012,Iqbal Ali Khan & others v. Naseeb Ali Khan & others,Suit for Declaration/Ownership,Mr. Justice Shahid Waheed,13-03-2025,26-02-2025,N/A,2025 SCP 82,https://www.supremecourt.gov.pk/downloads_judgements/c.a._44_p_2012r.pdf,C.A.44-P_2012.pdf,Success,2025-10-05T14:08:37.587748
279,Crl.P.L.A.344/2018,Mehboob v. The State thr. A.G. Khyber Pakhtunkhwa & others,Life Imprisonment/Sessions,Mr. Justice Muhammad Shafi Siddiqui,13-03-2025,05-03-2025,N/A,2025 SCP 81,https://www.supremecourt.gov.pk/downloads_judgements/crl.p._344_2018.pdf,Crl.P.L.A.344_2018.pdf,Success,2025-10-05T14:08:38.338501
280,C.P.L.A.687/2022,"Federation of Pakistan through Secretary Finance Division, Islamabad v. Muhammad Atiq ur Rahman, Deputy Director (Admin/HR) Council of Islamic Ideology, Islamabad and others",Service/Service,Mr. Justice Muhammad Ali Mazhar,12-03-2025,05-12-2024,2025 PLC (C.S.) 612,2025 SCP 80,https://www.supremecourt.gov.pk/downloads_judgements/c.p._687_2022.pdf,C.P.L.A.687_2022.pdf,Success,2025-10-05T14:08:39.140749
281,J.P.438/2018,Imtiaz and Naeem v. The State,Life Imprisonment/Life Imprisonment,Mr. Justice Muhammad Hashim Khan Kakar,12-03-2025,25-02-2025,N/A,2025 SCP 79,https://www.supremecourt.gov.pk/downloads_judgements/j.p._438_2018.pdf,J.P.438_2018.pdf,Success,2025-10-05T14:08:39.862163
282,Crl.A.198/2023,Ameeruddin v. The State,Life Imprisonment/Sessions,Mr. Justice Muhammad Hashim Khan Kakar,12-03-2025,04-03-2025,N/A,2025 SCP 78,https://www.supremecourt.gov.pk/downloads_judgements/crl.a._198_2023.pdf,Crl.A.198_2023.pdf,Success,2025-10-05T14:08:40.521399
